blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,blue_kda_ratio,blue_vision_advantage,kills_diff,elite_monster_diff,resultado_label,categoria_gold,first_blood_label,dragon_label
1,20,6,0,11,4,12,0,0,0,0,19392,7.2,18570,48,4872,3076,23.9,20,3,1,6,0,0,0,0,14520,6.2,15494,34,20.3,0.7333333333333333,17,7,0,Vitoria Azul,Forte Vantagem,Sem First Blood,0 Dragoes
0,18,5,0,2,12,2,0,0,0,0,14834,7.0,17374,67,-4063,-2598,19.8,21,6,1,12,0,0,0,0,18897,7.4,19972,49,24.3,0.14285714285714285,11,-10,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,12,2,0,5,6,3,0,0,0,0,15897,6.8,18131,53,-453,659,21.9,49,1,1,10,1,1,0,0,16350,7.0,17472,48,18.8,0.45454545454545453,11,-1,-1,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,25,3,1,6,5,7,1,0,1,1,17826,7.4,19427,67,1909,979,22.5,16,3,0,3,0,0,0,0,15917,7.0,18448,48,22.0,0.5454545454545454,22,1,1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,16,4,0,3,9,5,1,0,1,0,15492,7.0,17768,55,-2139,868,24.5,38,2,1,12,1,1,0,0,17631,6.6,16900,48,19.5,0.25,14,-6,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,17,4,0,3,10,3,0,0,0,0,14788,6.4,15674,37,-3231,-3010,19.4,17,3,1,14,1,1,0,0,18019,7.4,18684,46,22.0,0.23076923076923078,14,-7,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,17,3,1,4,5,7,0,0,0,0,15574,6.8,17216,47,14,-309,23.6,35,3,0,6,2,1,1,0,15560,6.8,17525,44,22.4,0.4444444444444444,14,-1,-2,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
1,24,3,0,13,8,17,2,1,1,1,20860,7.2,19749,67,4299,3637,23.9,20,4,1,10,0,0,0,0,16561,6.4,16112,33,19.2,0.6190476190476191,20,5,2,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
1,16,2,1,6,10,7,0,0,0,0,16172,6.4,15969,52,-1260,-2264,19.1,19,1,0,12,1,1,0,0,17432,6.8,18233,49,20.7,0.375,15,-4,-1,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,15,5,0,10,3,9,1,1,0,0,17886,7.4,19530,62,3854,2986,22.4,15,2,1,2,0,0,0,0,14032,6.6,16544,44,19.3,0.7692307692307693,13,7,1,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
0,41,3,0,10,4,8,1,0,1,0,17724,7.4,19917,43,3192,3351,21.0,15,4,1,2,0,0,0,0,14532,6.6,16566,39,20.5,0.7142857142857143,37,6,1,Derrota Azul,Forte Vantagem,Sem First Blood,0 Dragoes
1,19,5,1,9,8,19,1,1,0,0,18401,7.0,18207,51,506,620,23.7,15,4,0,13,0,0,0,0,17895,7.0,17587,44,23.9,0.5294117647058824,15,1,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
1,30,2,1,7,3,7,1,0,1,0,17622,7.2,19582,64,3071,2643,23.0,20,3,0,4,0,0,0,0,14551,6.6,16939,36,22.0,0.7,27,4,1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,28,1,1,10,4,13,0,0,0,0,18858,7.0,18627,77,2674,1630,19.5,13,2,0,4,0,0,0,0,16184,6.4,16997,52,24.0,0.7142857142857143,26,6,0,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,14,2,0,0,3,0,0,0,0,0,13954,6.8,17057,60,-936,-624,23.1,18,2,1,3,0,0,0,0,14890,7.0,17681,47,19.9,0.0,12,-3,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,15,3,1,10,10,11,1,1,0,0,18172,7.2,18893,48,-347,393,21.8,16,2,0,10,0,0,0,0,18519,7.0,18500,48,21.9,0.5,13,0,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,15,3,0,12,9,11,0,0,0,0,19153,7.0,18170,40,1249,1879,21.7,53,3,1,12,0,0,0,1,17904,6.4,16291,44,17.7,0.5714285714285714,12,3,0,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,12,3,1,4,9,4,1,1,0,0,15114,6.8,16890,56,-1210,-2064,19.3,17,3,0,4,0,0,0,0,16324,7.2,18954,52,21.3,0.3076923076923077,8,-5,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,18,2,1,8,2,11,0,0,0,0,17399,7.0,19449,44,3194,2534,23.2,13,3,0,2,1,1,0,0,14205,6.6,16915,51,20.8,0.8,15,6,-1,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,12,1,0,6,10,4,1,0,1,0,16226,7.2,18754,46,-1613,474,22.1,15,1,1,11,1,1,0,0,17839,7.0,18280,46,21.5,0.375,10,-4,0,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,16,4,1,6,4,8,2,1,1,0,16832,7.2,18675,65,1624,1008,22.1,17,1,0,5,0,0,0,0,15208,7.0,17667,33,23.8,0.6,15,2,2,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,14,2,0,3,5,2,0,0,0,0,15148,7.0,18263,50,-1416,63,21.3,15,2,1,8,1,1,0,0,16564,7.0,18200,67,23.0,0.375,12,-2,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,15,4,1,4,6,4,1,0,1,0,15320,7.0,16960,40,-1152,-1535,21.7,49,6,0,5,1,1,0,0,16472,7.0,18495,56,22.5,0.4,9,-2,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,16,1,1,6,4,6,0,0,0,0,16184,6.8,18288,48,-382,-247,22.4,16,5,0,6,0,0,0,0,16566,7.2,18535,59,24.2,0.6,11,2,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,12,2,1,7,8,5,1,1,0,0,15810,6.6,16837,48,-1305,-2023,19.3,12,0,0,5,0,0,0,1,17115,7.2,18860,62,18.9,0.4666666666666667,12,-1,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,15,2,1,7,5,12,0,0,0,0,16953,6.8,17147,65,1073,-541,19.9,14,3,0,7,1,1,0,0,15880,7.0,17688,64,21.0,0.5833333333333334,12,2,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
1,36,3,1,5,5,3,1,1,0,0,16282,7.2,19492,61,813,1913,22.5,13,0,0,4,0,0,0,0,15469,7.0,17579,52,22.5,0.5,36,0,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
1,17,4,0,5,7,6,0,0,0,0,15778,6.8,17304,40,-1829,-1429,23.5,23,3,1,3,1,1,0,1,17607,6.8,18733,51,24.4,0.4166666666666667,14,-2,-1,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,19,5,0,7,6,7,1,0,1,0,17184,6.6,16943,43,1835,393,20.6,17,1,1,5,1,1,0,0,15349,6.6,16550,47,21.7,0.5384615384615384,18,1,0,Vitoria Azul,Forte Vantagem,Sem First Blood,0 Dragoes
0,21,3,1,9,13,13,0,0,0,0,17163,6.6,17099,31,-2880,-2174,19.0,15,4,0,11,0,0,0,0,20043,7.0,19273,48,21.3,0.4090909090909091,17,-4,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,16,2,1,6,2,8,0,0,0,0,16636,7.4,19834,56,1394,1368,24.5,24,2,0,3,0,0,0,0,15242,7.0,18466,68,22.5,0.75,14,4,0,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,41,3,1,4,9,1,1,0,1,0,15709,7.0,17814,52,-1696,-1748,20.7,22,4,0,6,1,1,0,0,17405,7.2,19562,55,23.9,0.3076923076923077,37,-5,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,15,3,1,11,5,14,1,0,1,0,18856,7.2,19227,51,3248,2152,23.1,19,3,0,7,1,1,0,0,15608,6.6,17075,58,18.9,0.6875,12,6,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,12,6,0,5,2,6,1,1,0,0,16196,7.0,18411,46,1106,1014,23.8,39,0,1,3,0,0,0,0,15090,6.8,17397,55,21.6,0.7142857142857143,12,3,1,Derrota Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,22,6,1,6,7,7,0,0,0,0,15952,6.8,17112,45,-2049,-2340,18.0,46,6,0,9,0,0,0,0,18001,7.2,19452,46,24.3,0.46153846153846156,16,-1,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,15,1,0,6,14,6,0,0,0,0,16205,6.4,16887,56,-3622,-1908,19.6,15,1,1,16,2,1,1,0,19827,7.0,18795,40,22.4,0.3,14,-8,-2,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,14,1,1,5,8,3,0,0,0,0,15747,7.0,17856,52,-1358,-1063,21.4,15,2,0,8,0,0,0,0,17105,7.0,18919,52,21.9,0.38461538461538464,12,-3,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,17,1,1,8,3,5,0,0,0,0,16739,7.4,19178,54,1630,1005,21.8,32,2,0,3,0,0,0,0,15109,7.0,18173,64,19.6,0.7272727272727273,15,5,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,19,5,1,4,5,4,0,0,0,0,14850,6.8,17145,53,-1037,-1577,19.8,18,4,0,5,1,1,0,0,15887,7.0,18722,44,24.1,0.4444444444444444,15,-1,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,16,3,1,9,9,10,1,1,0,0,17168,6.8,17668,40,-25,1849,21.2,21,3,0,10,0,0,0,0,17193,6.6,15819,32,19.6,0.5,13,0,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,19,1,1,13,6,13,0,0,0,0,18901,7.2,19110,36,2972,1799,24.4,14,2,0,4,0,0,0,0,15929,6.8,17311,52,20.6,0.6842105263157895,17,7,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,17,1,1,7,8,10,1,1,0,0,16863,6.6,17727,48,106,-462,21.6,14,0,0,9,0,0,0,0,16757,7.2,18189,52,18.4,0.4666666666666667,17,-1,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
1,15,5,0,6,6,6,0,0,0,0,16763,6.8,17822,52,54,-119,20.7,20,3,1,7,1,1,0,0,16709,6.8,17941,53,21.4,0.5,12,0,-1,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,14,6,1,8,3,8,0,0,0,0,17608,7.2,18800,43,2185,955,21.0,20,0,0,4,0,0,0,0,15423,6.8,17845,53,23.1,0.7272727272727273,14,5,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,15,2,0,3,3,4,0,0,0,0,14462,6.6,15785,47,-360,-1748,19.7,23,1,1,2,1,0,1,0,14822,6.8,17533,56,20.9,0.5,14,0,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,14,0,1,7,8,6,0,0,0,0,17088,7.2,18459,40,-788,151,21.9,13,2,0,5,2,1,1,0,17876,7.2,18308,64,22.6,0.4666666666666667,12,-1,-2,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,18,5,1,8,3,14,1,1,0,0,17160,7.0,17725,66,2841,1484,19.1,18,3,0,1,0,0,0,0,14319,6.6,16241,57,20.8,0.7272727272727273,15,5,1,Derrota Azul,Forte Vantagem,Com First Blood,1 Dragao
0,14,3,0,10,7,13,0,0,0,0,17625,7.4,19146,39,514,2073,20.5,14,5,1,10,0,0,0,0,17111,6.6,17073,36,22.3,0.5882352941176471,9,3,0,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,15,4,1,9,3,17,1,1,0,0,17478,7.2,18671,47,1071,107,25.7,15,2,0,1,1,0,1,0,16407,7.0,18564,60,27.4,0.75,13,6,0,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
1,27,6,0,5,4,4,1,1,0,0,15712,6.8,17969,46,-169,282,22.1,23,4,1,4,0,0,0,0,15881,6.8,17687,50,23.5,0.5555555555555556,23,1,1,Vitoria Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,14,4,1,7,7,6,0,0,0,1,19229,7.2,18820,62,3545,2162,25.7,19,3,0,10,1,1,0,0,15684,6.6,16658,36,14.5,0.5,11,0,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,15,6,0,4,8,7,0,0,0,0,15049,6.6,16534,47,-2353,-2050,21.1,29,6,1,7,2,1,1,0,17402,7.0,18584,44,23.5,0.3333333333333333,6,-4,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,20,4,1,15,6,12,0,0,0,0,18863,7.2,18943,52,2789,585,19.5,38,4,0,4,0,0,0,0,16074,7.0,18358,52,19.2,0.7142857142857143,16,9,0,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,24,3,1,5,8,7,1,0,1,0,16137,6.6,17271,51,-80,-155,21.9,16,6,0,9,1,1,0,0,16217,7.0,17426,40,20.5,0.38461538461538464,18,-3,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,18,1,1,7,1,8,0,0,0,0,17177,7.0,19119,40,3368,2352,22.3,16,3,0,1,1,1,0,0,13809,6.6,16767,48,20.5,0.875,15,6,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,17,6,0,12,7,11,0,0,0,0,18028,6.8,16592,46,411,1075,17.9,25,4,1,11,2,1,1,1,17617,6.2,15517,34,17.6,0.631578947368421,13,5,-2,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,13,1,0,6,2,4,0,0,0,0,15828,6.8,17834,48,1176,763,21.8,16,1,1,2,1,1,0,0,14652,6.8,17071,49,21.8,0.75,12,4,-1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,15,5,1,10,1,9,1,1,0,0,19225,7.4,20071,43,4947,2051,25.3,16,2,0,1,1,0,1,0,14278,6.8,18020,49,20.0,0.9090909090909091,13,9,0,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,15,3,0,9,5,12,2,1,1,0,17112,7.0,18205,52,2199,1291,20.4,14,0,1,9,0,0,0,0,14913,7.0,16914,36,19.7,0.6428571428571429,15,4,2,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
1,13,4,0,5,2,5,1,1,0,0,15182,7.0,17949,44,246,759,20.5,20,1,1,2,1,0,1,0,14936,7.0,17190,56,23.0,0.7142857142857143,12,3,0,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,19,2,1,8,6,11,0,0,0,0,17483,7.2,18392,36,1232,-128,21.5,16,6,0,7,0,0,0,0,16251,7.2,18520,48,23.3,0.5714285714285714,13,2,0,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
1,17,1,0,9,3,9,1,1,0,1,18695,7.2,19263,56,4298,2299,24.5,13,2,1,2,1,0,1,0,14397,6.8,16964,56,19.0,0.75,15,6,0,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
0,40,3,0,5,6,7,0,0,0,0,15628,7.0,17683,49,-623,-39,22.1,18,5,1,6,1,1,0,0,16251,6.8,17722,42,22.3,0.45454545454545453,35,-1,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,13,0,0,7,5,5,0,0,0,0,17491,7.2,19044,60,2026,460,25.1,12,2,1,3,1,0,1,0,15465,7.2,18584,73,18.9,0.5833333333333334,11,2,-1,Vitoria Azul,Forte Vantagem,Sem First Blood,0 Dragoes
1,13,4,0,7,6,14,1,1,0,0,16304,6.2,15338,45,-61,-1738,18.2,18,1,1,8,0,0,0,0,16365,6.4,17076,44,21.9,0.5384615384615384,12,1,1,Vitoria Azul,Leve Desvantagem,Sem First Blood,1 Dragao
0,15,4,1,3,6,2,0,0,0,0,13977,6.6,15961,48,-2707,-3132,18.5,17,4,0,5,2,1,1,0,16684,7.4,19093,64,22.6,0.3333333333333333,11,-3,-2,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,20,2,0,7,8,6,1,0,1,0,15868,7.0,17111,51,-178,524,19.9,42,6,1,6,1,1,0,0,16046,6.8,16587,47,17.8,0.4666666666666667,13,-1,0,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,16,3,0,4,11,5,1,0,1,0,15372,6.8,17002,57,-2585,204,21.3,18,2,1,12,1,1,0,0,17957,6.8,16798,40,20.9,0.26666666666666666,14,-7,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,18,2,1,9,5,9,0,0,0,0,17941,7.2,19379,51,2187,2189,23.0,45,3,0,5,0,0,0,0,15754,7.0,17190,52,20.6,0.6428571428571429,15,4,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,17,4,0,11,9,12,1,1,0,0,18585,7.2,19498,55,1139,1170,22.1,14,0,1,9,0,0,0,0,17446,7.0,18328,54,21.8,0.55,17,2,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,12,2,1,11,2,9,2,1,1,0,17435,7.0,19432,52,1220,589,23.6,14,2,0,2,0,0,0,0,16215,7.0,18843,68,24.1,0.8461538461538461,9,9,2,Derrota Azul,Leve Vantagem,Com First Blood,1 Dragao
0,14,5,1,4,7,4,0,0,0,0,15220,6.4,16809,45,-2475,-2226,23.6,19,3,0,9,0,0,0,0,17695,7.2,19035,64,24.7,0.36363636363636365,11,-3,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,18,0,0,5,6,3,1,1,0,0,15288,6.8,18328,52,-1652,466,21.8,12,6,1,9,0,0,0,0,16940,6.8,17862,47,22.4,0.45454545454545453,11,-1,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,16,5,1,11,5,18,1,1,0,0,18612,7.2,19203,45,2728,1957,22.7,14,1,0,6,0,0,0,0,15884,7.0,17246,48,22.5,0.6875,15,6,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,53,3,0,7,4,7,2,1,1,0,16985,7.0,19175,52,986,1194,24.1,17,1,1,5,0,0,0,0,15999,7.0,17981,48,26.7,0.6363636363636364,88,3,2,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,17,3,0,1,6,2,0,0,0,0,13731,6.6,16666,44,-3864,-2759,21.8,24,4,1,10,1,1,0,0,17595,7.2,19425,48,26.3,0.14285714285714285,13,-5,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,13,3,1,6,4,6,1,1,0,0,17089,7.2,18072,52,2387,1690,23.2,33,1,0,3,0,0,0,0,14702,6.6,16382,44,19.1,0.6,12,2,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,19,1,0,4,13,3,0,0,0,0,15802,6.8,17403,58,-3645,-1801,21.8,16,3,1,14,1,1,0,0,19447,7.2,19204,41,21.4,0.23529411764705882,16,-9,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,44,1,0,4,4,4,1,0,1,0,15426,7.0,17981,54,-99,151,21.1,16,1,1,2,1,1,0,0,15525,6.8,17830,56,23.0,0.5,43,0,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,17,2,0,6,10,7,1,1,0,0,15336,6.6,16676,56,-2735,-2136,18.7,15,1,1,9,1,0,1,0,18071,7.0,18812,46,22.6,0.375,16,-4,0,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
0,16,4,1,5,7,1,0,0,0,0,14991,7.0,17681,64,-2000,-1473,18.0,16,3,0,6,1,1,0,0,16991,7.2,19154,62,20.8,0.4166666666666667,13,-2,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,15,6,0,7,3,7,0,0,0,0,16592,7.0,19045,40,1709,880,22.0,15,2,1,1,1,1,0,0,14883,7.2,18165,60,20.3,0.7,13,4,-1,Vitoria Azul,Forte Vantagem,Sem First Blood,0 Dragoes
0,22,3,0,4,12,0,1,1,0,0,14276,6.8,16422,51,-4262,-2426,19.0,16,2,1,14,0,0,0,0,18538,7.2,18848,40,22.4,0.25,20,-8,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
0,16,0,0,1,16,1,1,1,0,0,12798,5.8,13908,36,-7868,-5339,17.9,13,2,1,16,0,0,0,1,20666,7.2,19247,44,22.3,0.058823529411764705,14,-15,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,15,3,0,6,8,10,0,0,0,0,15579,6.8,16747,46,-1815,-1309,20.4,15,3,1,8,2,1,1,0,17394,7.0,18056,59,20.5,0.42857142857142855,12,-2,-2,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,14,3,0,12,8,13,0,0,0,0,19306,7.4,19792,32,1087,340,21.8,18,0,1,8,2,1,1,0,18219,7.4,19452,60,22.2,0.6,14,4,-2,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,53,4,1,3,5,3,0,0,0,0,14754,6.6,17158,62,-1342,-1966,18.6,36,6,0,6,1,1,0,0,16096,7.2,19124,54,21.8,0.375,80,-2,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,19,1,1,6,9,8,0,0,0,0,17088,7.2,18768,67,-884,963,22.6,19,2,0,15,2,1,1,0,17972,6.8,17805,48,21.8,0.4,17,-3,-2,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,12,2,0,2,6,1,0,0,0,0,14247,6.8,16785,56,-1179,-557,21.6,12,3,1,3,0,0,0,0,15426,6.8,17342,52,19.4,0.25,9,-4,0,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,18,3,1,2,7,1,0,0,0,0,14639,6.6,16690,40,-2862,-3209,22.2,16,4,0,12,1,1,0,0,17501,7.6,19899,62,23.7,0.2222222222222222,14,-5,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,12,6,0,2,5,1,0,0,0,0,13860,6.6,16835,52,-2807,-1537,19.3,53,5,1,6,0,0,0,0,16667,6.8,18372,42,24.9,0.2857142857142857,7,-3,0,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,13,1,0,6,12,4,0,0,0,0,16337,7.0,16985,52,-2529,-2091,20.2,36,4,1,15,1,1,0,0,18866,7.2,19076,48,21.4,0.3333333333333333,9,-6,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,16,0,1,8,5,11,0,0,0,0,17145,7.0,17795,70,2563,1726,20.4,13,3,0,5,1,1,0,0,14582,6.6,16069,36,18.1,0.6153846153846154,13,3,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,19,3,1,9,6,11,0,0,0,0,17561,7.0,19152,68,2134,1500,20.7,15,4,0,2,1,1,0,0,15427,7.0,17652,48,20.4,0.6,15,3,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,19,2,0,3,5,3,1,1,0,0,14587,6.8,16414,48,-2395,-2214,22.2,26,4,1,6,1,0,1,0,16982,7.0,18628,60,25.4,0.375,15,-2,0,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,38,2,0,5,7,6,1,1,0,0,15408,7.0,17993,52,-928,-1753,20.9,19,2,1,3,0,0,0,0,16336,7.4,19746,56,23.7,0.4166666666666667,36,-2,1,Vitoria Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,16,1,1,5,2,5,0,0,0,0,16747,7.2,19858,64,2126,1070,25.0,12,2,0,1,0,0,0,0,14621,7.0,18788,60,22.7,0.7142857142857143,14,3,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,15,6,0,5,8,4,0,0,0,0,15243,6.4,16159,35,-2449,-3095,19.3,39,3,1,8,1,1,0,0,17692,7.2,19254,49,25.7,0.38461538461538464,12,-3,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,17,6,1,13,0,14,1,1,0,1,20095,7.6,20229,48,6770,4384,21.9,14,3,0,0,0,0,0,0,13325,6.6,15845,56,19.9,1.0,14,13,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,16,3,0,14,3,18,1,1,0,0,18413,7.2,19646,61,3994,3953,19.6,15,1,1,2,0,0,0,0,14419,6.2,15693,40,21.3,0.8235294117647058,15,11,1,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
1,15,2,0,10,10,7,0,0,0,0,17047,7.2,18719,40,-1518,-1106,20.2,18,2,1,5,1,1,0,0,18565,7.4,19825,47,25.6,0.5,13,0,-1,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,15,4,0,8,11,7,0,0,0,0,17550,7.0,18186,48,-1499,-1282,22.9,14,4,1,14,1,0,1,0,19049,7.0,19468,32,24.7,0.42105263157894735,11,-3,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,17,3,0,9,9,7,1,1,0,0,17442,7.0,18411,33,557,1853,21.9,16,1,1,8,0,0,0,0,16885,6.6,16558,42,19.0,0.5,16,0,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,19,1,1,5,10,3,0,0,0,0,15266,6.6,17065,51,-3446,-1168,20.9,13,3,0,13,1,1,0,0,18712,7.0,18233,68,22.2,0.3333333333333333,16,-5,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,41,2,1,3,3,6,1,1,0,0,14623,6.6,15613,47,-417,-1234,17.3,53,5,0,4,0,0,0,0,15040,6.8,16847,46,20.7,0.5,36,0,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,15,5,1,7,1,10,0,0,0,0,17558,7.2,19554,51,2704,1740,25.1,16,2,0,1,1,1,0,0,14854,6.6,17814,72,22.4,0.875,13,6,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,14,0,1,14,8,15,1,0,1,0,19372,7.0,18802,62,1342,13,18.0,12,2,0,9,0,0,0,0,18030,7.4,18789,51,22.9,0.6363636363636364,12,6,1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,18,1,1,9,7,8,0,0,0,0,17875,7.0,18320,43,2561,1875,20.3,14,0,0,6,0,0,0,0,15314,6.6,16445,32,17.9,0.5625,18,2,0,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,13,1,1,14,2,16,0,0,0,0,19339,7.4,18982,39,5578,3447,19.7,18,1,0,2,0,0,0,0,13761,6.2,15535,48,17.9,0.875,12,12,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,19,3,0,2,6,1,1,1,0,0,14107,6.6,17015,72,-1699,-364,18.0,20,3,1,10,0,0,0,0,15806,6.8,17379,40,22.0,0.25,16,-4,1,Vitoria Azul,Forte Desvantagem,Sem First Blood,1 Dragao
